description,artist,album,format,extra
UNGRUN &#8211; Itjinge Tonei Barre Scil DIGIPAK CD,Ungrun,Itjinge Tonei Barre Scil,CD,
ANNIHILATUS &#8211; Annihilation DIGIPAK CD,Annihilatus,Annihilation,CD,
POWER FROM HELL &#8211; Lust and Violence CD,Power From Hell,Lust and Violence,CD,
GRANSKOG &#8211; Carpathian Outlaws &#8211; 15 Years Of Bukowinian Pagan Madness DIGIPAK CD,Granskog,Carpathian Outlaws – 15 Years Of Bukowinian Pagan Madness,CD,
PAGAN HERITAGE &#8211; Forn Sed CD,Pagan Heritage,Forn Sed,CD,
VOLSHEBNIK &#8211; An Infertile Memory CD,Volshebnik,An Infertile Memory,CD,
GARDIEN DE PORCS &#8211; Dans les terres CD,Gardien De Porcs,Dans les terres,CD,
PHOBIA &#8211; Slaughterhouse Tapes CD,Phobia,Slaughterhouse Tapes,CD,
ARGHOSLENT &#8211; Resuscitation of the Revanchists CD,Arghoslent,Resuscitation of the Revanchists,CD,
WOTANORDEN &#8211; From the Storm Come the Wolves 12&#8243; DOUBLE LP,Wotanorden,From the Storm Come the Wolves,Vinyl,
1389 &#8211; Islamske Bolesti/Dolazak Antihrista 7&#8243; EP,1389,Islamske Bolesti/Dolazak Antihrista,Vinyl,
AB / CAPRICORNUS &#8211; Split 7&#8243; EP,Ab / Capricornus,Split,Vinyl,
NECROSTRIGIS / WINTER BLACKNESS &#8211; W Mrokach Roziskrzonych Mrozem 7&#8243; EP,Necrostrigis / Winter Blackness,W Mrokach Roziskrzonych Mrozem,Vinyl,
COUNCIL DAIMONION &#8211; Rise Into the Dark 7&#8243; GATEFOLD EP,Council Daimonion,Rise Into the Dark,Vinyl,
DARK FURY / KVASIR&#8217;S BLOOD &#8211; Split 7&#8243; EP,Dark Fury / Kvasir's Blood,Split,Vinyl,
STORMHEIT &#8211; Kvenland 12&#8243; LP,Stormheit,Kvenland,Vinyl,
MISTREAT / WHITE MINORITY &#8211; Split 12&#8243; LP,Mistreat / White Minority,Split,Vinyl,
AKOLYYTTI &#8211; Origin – Igniting The Luciferian Flame 12&#8243; LP,Akolyytti,Origin – Igniting The Luciferian Flame,Vinyl,
PENTAGAMMADION / MOONTOWER &#8211; Dies Imperii 12&#8243; LP,Pentagammadion / Moontower,Dies Imperii,Vinyl,
GROM &#8211; Pagan War Machine 12&#8243; LP,Grom,Pagan War Machine,Vinyl,
WITCHCRAFT &#8211; Bestial Vociferation 12&#8243; LP,Witchcraft,Bestial Vociferation,Vinyl,
NOCTURNAL FEAR &#8211; Fog of War &#8211; Line of Fire 12&#8243; LP + 10&#8243; MLP,Nocturnal Fear,Fog of War – Line of Fire,Vinyl,
WOLFNACHT &#8211; Eine Flamme im Dunkeln 12&#8243; LP,Wolfnacht,Eine Flamme im Dunkeln,Vinyl,
AZAXUL &#8211; The Saints Impaled 12&#8243; LP,Azaxul,The Saints Impaled,Vinyl,
ABSURD &#8211; Schwarze Bande 12&#8243; PICTURE DISC LP,Absurd,Schwarze Bande,Vinyl,
BURSHTYN &#8211; Прах Відчайдухів 12&#8243; GATEFOLD LP,Burshtyn,Прах Відчайдухів,Vinyl,
KOHORT &#8211; Megiddo Eve 12&#8243; LP,Kohort,Megiddo Eve,Vinyl,
SACRIFICIA MORTUORUM &#8211; Maturum Est 12&#8243; GATEFOLD LP,Sacrificia Mortuorum,Maturum Est,Vinyl,
TENEBRAE &#8211; Serenades of the Damned 12&#8243; LP,Tenebrae,Serenades of the Damned,Vinyl,
BONE AWL &#8211; An Obelisk Marks the Line 12&#8243; LP,Bone Awl,An Obelisk Marks The Line,Vinyl,
DS / TLATEOTOCANI &#8211; Split 12&#8243; LP,Ds / Tlateotocani,Split,Vinyl,
CELTIC DANCE &#8211; Oderint Dum Metuant 12&#8243; GATEFOLD LP,Celtic Dance,Oderint Dum Metuant,Vinyl,
PHLEGEIN &#8211; Labyrinth of Wonder MCD,Phlegein,Labyrinth of Wonder,CD,
"USED - The Prowl - Misery 10""",The Prowl,Misery,Vinyl,Black 2003 press vinyl
"Hurricäde – Pariah's Pharos 10""",Hurricäde,Pariah's Pharos,Vinyl,Clear 2011 press vinyl
"Kryptan - Kryptan 10""",Kryptan,Kryptan,Vinyl,Grey w/ Splatter 1st press vinyl
"30,000 Monkies - Starrrrrrrring 10""","30,000 Monkies",Starrrrrrrring,Vinyl,Black 1st press vinyl
"Domain - Embodiment Of Suffering 12""",Domain,Embodiment Of Suffering,Vinyl,Grey w/ Black Swirl 2023 press
"Pvrgatorii - Con La Unas Clavadas 12""",Pvrgatorii,Con La Unas Clavadas,Vinyl,Black 1st press vinyl
"Infernal Death - Demo #1 / A Mirror Blackened 12""",Infernal Death,Demo #1 / A Mirror Blackened,Vinyl,Red/White 2021 press
"Zulu - My People... Hold On / Our Day Will Come 12""",Zulu,My People... Hold On / Our Day Will Come,Vinyl,Color 2023 press vinyl
"Old Man Gloom - Seminar III: Zozobra 12""",Old Man Gloom,Seminar III: Zozobra,Vinyl,Black 2023 press vinyl
"Narzissus – Akt I : Wille / Akt II : Fall 12""",Narzissus,Akt I : Wille / Akt II : Fall,Vinyl,Blue 2024 press vinyl
"Wormed - Metaportal 12"" EP",Wormed,Metaportal,Vinyl,Distributor Exclusive 2023 press
"Vulgar Mephitis - Vulgar Mephitis 12""",Vulgar Mephitis,Vulgar Mephitis,Vinyl,Gold w/ Splatter 2023 press
"Gutless - Mass Extinction 12""",Gutless,Mass Extinction,Vinyl,Clear 2023 press vinyl
"Vanguard - Rage Of Deliverance 12""",Vanguard,Rage Of Deliverance,Vinyl,Clear 2021 press vinyl
"Coltsblood / Un - Split 12""",Coltsblood / Un,Split,Vinyl,Color In Split Color w/ Splatter 2021 press vinyl
"Bedsore / Mortal Incarnation - Split 12""",Bedsore / Mortal Incarnation,Split,Vinyl,Black 2022 press vinyl
"Renounced - Conditioned From Birth 12""",Renounced,Conditioned From Birth,Vinyl,Clear w/ Smoke 2021 press
"USED - Feculent - The Grotesque Arena 12""",Feculent,The Grotesque Arena,Vinyl,Black 2021 press vinyl
"Undergang - De syv stadier af fordærv 12""",Undergang,De syv stadier af fordærv,Vinyl,Black 2023 press vinyl
"Knocked Loose - A Tear In The Fabric Of Life 12""",Knocked Loose,A Tear In The Fabric Of Life,Vinyl,Color 2024 press vinyl
"Hechael / Fit The Bill - Split 12""",Hechael / Fit The Bill,Split,Vinyl,Test Press 2020
"Blood Spore - Fungal Warfare Upon All Life 12""",Blood Spore,Fungal Warfare Upon All Life,Vinyl,Black 2020 press vinyl
"Kommand - The Demos 12""",Kommand,The Demos,Vinyl,Clear w/ Swirl 2021 press
"Ernia - Ernia 12""",Ernia,Ernia,Vinyl,Black 1st press vinyl
"Iætun - Glámur helblár 12""",Iætun,Glámur helblár,Vinyl,Lathe-Cut w/ Bronze Print 2022 press vinyl
"Prison Hell - The Dark Science 12""",Prison Hell,The Dark Science,Vinyl,Black 2023 press vinyl
"Sanction - With Blood Left Uncleansed 12""",Sanction,With Blood Left Uncleansed,Vinyl,Red/White Split 1st press
"Into The Moat - Means By Which The End Is Justified 12""",Into The Moat,Means By Which The End Is Justified,Vinyl,Random 2023 press vinyl
"USED - Isis - Mosquito Control 12""",Isis,Mosquito Control,Vinyl,Black 2018 press vinyl
"Blood Spore / Coagulate / Soul Devourment / Gutvoid – 4 Dimensions Of Auditory Terror 12""",Blood Spore / Coagulate / Soul Devourment / Gutvoid,4 Dimensions Of Auditory Terror,Vinyl,Black 2021 press vinyl
"Coma Regalia - En Sperata 12""",Coma Regalia,En Sperata,Vinyl,Black 2012 press vinyl
"Degraved - Whispered Morbidity 12""",Degraved,Whispered Morbidity,Vinyl,Blue 2023 press vinyl
"Common War – Speak Of The Devil 12"" EP",Common War,Speak Of The Devil,Vinyl,Clear 2019 press vinyl
"Structures - None Of The Above 12""",Structures,None Of The Above,Vinyl,Smoke w/ Splatter 2022 press
"Gatecreeper - An Unexpected Reality 12""",Gatecreeper,An Unexpected Reality,Vinyl,Orange/Pink/Yellow Mix 2021 press
"Intronaut - The Challenger 12"" EP",Intronaut,The Challenger,Vinyl,Black/White Merge 2020 press
"Zous - No Ground To Give 12""",Zous,No Ground To Give,Vinyl,Military Green 1st press vinyl
"Cryptworm - Reeking Gunk Of Abhorrence 12""",Cryptworm,Reeking Gunk of Abhorrence,Vinyl,Blue 2024 press vinyl
"Intronaut - The Challenger 12"" EP",Intronaut,The Challenger,Vinyl,Black In White w/ Black Splatter 2020 press
"Living Gate - Deathlust 12"" EP",Living Gate,Deathlust,Vinyl,Black 2020 press vinyl
"Coltsblood / Un - Split 12""",Coltsblood / Un,Split,Vinyl,Coke Bottle w/ Rainbow Splatter 2021 press vinyl
"Pig Destroyer - 38 Counts Of Battery 12""",Pig Destroyer,38 Counts Of Battery,Vinyl,Red w/ Smoke 2023 press
"Witch Vomit - Abhorrent Rapture 12""",Witch Vomit,Abhorrent Rapture,Vinyl,Gray/Red/Black Merge 1st press vinyl
"Coprolith - Demo 12""",Coprolith,Demo,Vinyl,Black 2024 press vinyl
"Malignant Altar - Retribution Of Jealous Gods 12"" EP",Malignant Altar,Retribution of Jealous Gods,Vinyl,Black 2022 press vinyl
"Dagger Lust - Siege Bondage Adverse To The Godhead 12"" EP",Dagger Lust,Siege Bondage Adverse to the Godhead,Vinyl,Black 1st press vinyl
Cough - Ritual Abuse 2xLP,Cough,Ritual Abuse,Vinyl,Ice w/ Splatter 2024 press
Convulse - World Without God Extended 2xLP,Convulse,World Without God Extended,Vinyl,Green 2022 press vinyl
Mouth Of The Architect - The Ties That Blind 2xLP,Mouth Of The Architect,The Ties That Blind,Vinyl,Color-In-Color 2018 press
USED - Cult Of Luna - The Long Road North 2xLP,Cult Of Luna,The Long Road North,Vinyl,White 2022 press vinyl
Cave In - Heavy Pendulum 2xLP,Cave In,Heavy Pendulum,Vinyl,Red 2022 press vinyl
Solbrud - IIII 2xLP,Solbrud,IIII,Vinyl,Black 2024 press vinyl
Void Of Silence – The Sky Over 2xLP,Void Of Silence,The Sky Over,Vinyl,Black 2018 press vinyl
Yakuza - Sutra 2xLP,Yakuza,Sutra,Vinyl,Gold 2023 press vinyl
Anatomy - Twisting Depths Of Horror 2xLP,Anatomy,Twisting Depths Of Horror,Vinyl,Clear 2021 press vinyl
Cleanteeth ‎– Pushing Rope 2xLP,Cleanteeth ‎,Pushing Rope,Vinyl,Swirl 2014 press vinyl
Pilgrim - Misery Wizard 2xLP,Pilgrim,Misery Wizard,Vinyl,Green w/ Splatter 2020 press vinyl
Yob - Clearing The Path To Ascend 2xLP,Yob,Clearing The Path To Ascend,Vinyl,Gold Nugget 2023 press
BLEMISH - Ayreon - Transitus 2xLP,Ayreon,Transitus,Vinyl,Yellow Marble 1st press vinyl
Yakuza - Sutra 2xLP,Yakuza,Sutra,Vinyl,Black 2023 press vinyl
Santa Sangre - Feast For The New Gods 2xLP,Santa Sangre,Feast For The New Gods,Vinyl,Metallic Gold in Clear w/ Splatter 2022 press vinyl
Leviathan (USA) - Unfailing Fall Into Naught 2xLP,Leviathan,Unfailing Fall Into Naught,Vinyl,Green/Yellow 2021 press vinyl
Sun Worship - Emanations Of Desolation 2xLP,Sun Worship,Emanations Of Desolation,Vinyl,Black 2019 press vinyl
Intronaut - The Direction Of Last Things 2xLP,Intronaut,The Direction Of Last Things,Vinyl,Purple 2022 press vinyl
Rosetta - The Galilean Satellites 2xLP,Rosetta,The Galilean Satellites,Vinyl,Aqua/Mustard 2018 press
Converge & Chelsea Wolfe - Bloodmoon: I 2xLP,Converge & Chelsea Wolfe,Bloodmoon: I,Vinyl,Red/Blue Mix 1st press vinyl
Lesbian - Hallucinogenesis 2xLP,Lesbian,Hallucinogenesis,Vinyl,Orange 2016 press vinyl
Tav - Tav 2xLP,Tav,Tav,Vinyl,Black 1st press vinyl
Wolves In The Throne Room - Primordial Arcana Deluxe 2xLP,Wolves In The Throne Room,Primordial Arcana Deluxe,Vinyl,White/Silver/Green Merge w/ Splatter 1st press vinyl
Northless - Last Bastion Of Cowardice 2xLP,Northless,Last Bastion Of Cowardice,Vinyl,Orange 2017 press vinyl
Converge & Chelsea Wolfe - Bloodmoon: I 2xLP,Converge & Chelsea Wolfe,Bloodmoon: I,Vinyl,Black/Red/Blue Mix 2022 press vinyl
Triple-B Records - America's Hardcore Volume 5 2xLP,Triple-B Records,America's Hardcore Volume 5,Vinyl,Clear/Gold + Clear/Silver Splatter 2021 press
Grief - ...And Man Will Become The Hunted 2xLP,Grief,...And Man Will Become The Hunted,Vinyl,Oxblood 2023 press vinyl
Fulgor - Mystical Black Magic Metal 3xLP,Fulgor,Mystical Black Magic Metal,Vinyl,Black 1st press vinyl
"Process Black - Countdown Failure 7""",Process Black,Countdown Failure,Vinyl,Tri-color 1st press vinyl
"Crowning / Swallows Nest – Split 7""",Crowning / Swallows Nest,Split,Vinyl,Black 2018 press vinyl
"Hides – Hides 7""",Hides,Hides,Vinyl,White 2011 press vinyl (limited/250)
"USED - Countdown To Oblivion - Brain Surgery For Beginners 7""",Countdown To Oblivion,Brain Surgery For Beginners,Vinyl,Black vinyl
"Serpents Of Shiva - Serpents Of Shiva 7""",Serpents Of Shiva,Serpents Of Shiva,Vinyl,Clear/Yellow Split w/ Splatter 1st press vinyl
"Rough Ground - No Hard Feelings 7""",Rough Ground,No Hard Feelings,Vinyl,Black 1st press vinyl
"Bulls Shitt - This Is... Bulls Shitt 7""",Bulls Shitt,This Is... Bulls Shitt,Vinyl,Black 2023 press vinyl
"Coma Regalia / Capacities - Split 7""",Coma Regalia / Capacities,Split,Vinyl,Black 2012 press vinyl
"Systematic Elimination / Death Cult Ritual - Anti-Cult Assassins 7""",Systematic Elimination / Death Cult Ritual,Anti-Cult Assassins,Vinyl,Black 2021 press vinyl
"Phantasmagore - Abominations... 7""",Phantasmagore,Abominations...,Vinyl,Black 1st press vinyl
"King Parrot / Frankenbok – Shit On The Liver / Genetic Lego 7""",King Parrot / Frankenbok,Shit On The Liver / Genetic Lego,Vinyl,Green 2015 press vinyl
"The Wrong Side - Dump Truck Demo 7""",The Wrong Side,Dump Truck Demo,Vinyl,White 2014 press vinyl
"Abrasion - Demonstration 7""",Abrasion,Demonstration,Vinyl,Clear 2020 press vinyl
"Most Precious Blood - Demo 7""",Most Precious Blood,Demo,Vinyl,Color 2023 press vinyl
"USED - Nothing / Integrity - Splitsville 7""",Nothing / Integrity,Splitsville,Vinyl,Neon Magenta 2021 press
"Iwakura / Gas Up Yr Hearse! – Split 7""",Iwakura / Gas Up Yr Hearse!,Split,Vinyl,Clear w/ White & Pink Splatter 2016 press vinyl (limited/100)
"Tired Of Life – Suicide Anthems 7""",Tired Of Life,Suicide Anthems,Vinyl,White & Pink 2013 press vinyl
"Sainte Marie Des Loups - Obéissance... Jusqu'à la mort ! 7""",Sainte Marie Des Loups,Obéissance... Jusqu'à la mort !,Vinyl,Black 2022 press vinyl
"Nex Carnis - Black Eternity 7""",Nex Carnis,Black Eternity,Vinyl,Black 2019 press vinyl
"Throane - Une Balle Dans Le Pied 7""",Throane,Une Balle Dans Le Pied,Vinyl,1st Issue Packaging w/ CD & Silver/Black vinyl
"Exhaustion – Demo 7""",Exhaustion,Demo,Vinyl,Transparent Purple 2014 press vinyl
"Burden - Year Of The Wolf 7""",Burden,Year Of The Wolf,Vinyl,Orange Opaque 1st press
"Atavisma - On The Ruins Of A Fallen Empire 7"" EP",Atavisma,On the Ruins of a Fallen Empire,Vinyl,Black 1st press vinyl
"USED - Last In Line - Crosswalk EP 7""",Last In Line,Crosswalk,Vinyl,Black vinyl
"Rain Of Salvation - A War Outside And Within 7""",Rain Of Salvation,A War Outside And Within,Vinyl,Pink w/ Scarlet Splatter 3rd press vinyl
"USED - Antediluvian – Septentrional Theophany 7""",Antediluvian,Septentrional Theophany,Vinyl,Black 2013 press vinyl
"USED - Prong - Turnover 7""",Prong,Turnover,Vinyl,Green 2014 press vinyl
USED - Fantomă Sânge – The Siren Of Black Lake Cassette,Fantomă Sânge,The Siren Of Black Lake,Cassette,Cassette 2021
Cuff - 2010 / 2015 EP Collection Cassette,Cuff,2010 / 2015 EP Collection,Cassette,Blue Tint Shell 2015 press
Serpesta - Inevitable Demise Cassette,Serpesta,Inevitable Demise,Cassette,Cassette Tape 1st press
USED - Ildskær – Paa Daekket Kalder De Dode Tape,Ildskær,Paa Daekket Kalder De Dode,Cassette,Black Shell 2021
Conduit - Technicolor Ecstasy Tape,Conduit,Technicolor Ecstasy,Cassette,Glitter Shell 2022
Fister – IV Cassette,Fister,IV,Cassette,Silver Shell 2015 press
Mal - Malbum Cassette,Mal,Malbum,Cassette,Cassette 2022
Dream Theater - Distance Over Time Cassette (NESI),Dream Theater,Distance Over Time,Cassette,Blue Shell 2021 press
Cruelty - Grey / Decay Cassette,Cruelty,Grey / Decay,Cassette,Cassette 2024
Hesitate - Ahead Of The Game Cassette,Hesitate,Ahead Of The Game,Cassette,Cassette Tape 2021 press
USED - Sprites Of The Wood – Faeries - I Cassette,Sprites Of The Wood,Faeries - I,Cassette,Cassette 2021
True Name - Atlanta Straight Edge Cassette,True Name,Atlanta Straight Edge,Cassette,White Shell 2024
Unholy Maggot - Process Of Putrefaction Bacteria Cadaver Decomposition Tape,Unholy Maggot,Process Of Putrefaction Bacteria Cadaver Decomposition,Cassette,Cassette 2022 press
USED - Tinnīn – Demo I Cassette,Tinnīn,Demo I,Cassette,Cassette Tape 2021
Disrotted – Demo I Cassette,Disrotted,Demo I,Cassette,Clear Shell 2014
USED - Cult Graves - Strange Customs Cassette,Cult Graves,Strange Customs,Cassette,Cassette Tape 2020
Serpens Noctis – Demo I Cassette,Serpens Noctis,Demo I,Cassette,Cassette 2021
Aeviterne - The Ailing Facade Cassette,Aeviterne,The Ailing Facade,Cassette,Cassette 2022
Rough Hands – Let Me Win Your Hearts And Minds Cassette,Rough Hands,Let Me Win Your Hearts And Minds,Cassette,Pink Shell 2016 press (#003/100)
YOB - Elaborations of Carbon Cassette,Yob,Elaborations Of Carbon,Cassette,Cassette 2023
Extispex / Muzgash – Split Cassette,Extispex / Muzgash,Split,Cassette,Black Shell 2022
Mangle - Deposed & Disposed Cassette,Mangle,Deposed & Disposed,Cassette,Cassette Tape 1st press
Gorguts - Pleiades' Dust Cassette (Gutless Productions),Gorguts,Pleiades' Dust,Cassette,Asia Press 2022
Graven Image - Gods Who Decree Cassette,Graven Image,Gods Who Decree,Cassette,Cassette 2023
Six Paths - Demonstration Cassette,Six Paths,Demonstration,Cassette,Coral Shell 2023
Imbroglio – Declared Self Hatred Cassette,Imbroglio,Declared Self Hatred,Cassette,White Shell 2012 press
Lungor – Världsbärare Cassette,Lungor,Världsbärare,Cassette,Cassette 2021
Kormosh – Demo I Cassette,Kormosh,Demo I,Cassette,Cassette 2021
Point Of Existence - Demo Cassette,Point Of Existence,Demo,Cassette,Clear w/ Gold Shell 2023
Kvadrat - Ψυχική Αποσύνθεση Cassette (Desolate Depths),Kvadrat,Ψυχική Αποσύνθεση,Cassette,White Shell 2022 press
Erotica - The Witch And The Return Of The Fallen Tape,Erotica,The Witch And The Return Of The Fallen,Cassette,Cassette 2024
Simulakra - The Infection Spreads Cassette,Simulakra,The Infection Spreads,Cassette,Cassette 2022
USED - Unsleeping Shadow Of Naught – Into Pale Fire Tape,Unsleeping Shadow Of Naught,Into Pale Fire,Cassette,Black Shell 2023
USED - Malum - Devil's Creation Cassette,Malum,Devil's Creation,Cassette,Cassette Tape 2021
USED - Damghar – Exordiri Cassette,Damghar,Exordiri,Cassette,Red Shell 2020
Negative Frame - Small World Cassette,Negative Frame,Small World,Cassette,Red Shell 2022
Anybody But The Cops – This Machine Sews Patches Cassette,Anybody But The Cops,This Machine Sews Patches,Cassette,Grey Shell 2015 press
Olkoth - At The Eye Of Chaos Tape,Olkoth,At The Eye Of Chaos,Cassette,Red Shell 2023
Gneterswart - Gneterswart Cassette,Gneterswart,Gneterswart,Cassette,Cassette Tape 1st press
Bloodspawn - Demo 2021 Tape,Bloodspawn,Demo 2021,Cassette,Cassette Tape 1st press
Seed Of Cain - The Gracious Misery Cassette,Seed Of Cain,The Gracious Misery,Cassette,B/W Insert w/ Clear Shell 2021
Licentious - Licentious Cassette,Licentious,Licentious,Cassette,Red Shell 2022
Downfall - Behind The Curtain Cassette,Downfall,Behind The Curtain,Cassette,Cassette 2022
Woundvac / Glitterbomb – Split Cassette,Woundvac / Glitterbomb,Split,Cassette,Smokey Tint Shell 2016 press (lim/100)
USED - Mephitic Grave - Into The Atrium Of Inhuman Morbidity Cassette,Mephitic Grave,Into The Atrium Of Inhuman Morbidity,Cassette,Silver Shell 1st press
Abraded - Pathological Primitivism Cassette (ASIAN PRESS),Abraded,Pathological Primitivism,Cassette,Green Shell 2023 (lim/100)
USED - Drelnoch / Pyre Of Black Roses - Split Tape,Drelnoch / Pyre Of Black Roses,Split,Cassette,White Shell 2022 press
Expander - NPBG Re-Cracked v0.1 (x96 CrimeGripper) [S.C.U.M.S.] Cassette,Expander,NPBG Re-Cracked v0.1 (x96 CrimeGripper) [S.C.U.M.S.],Cassette,Orange 2022 press tape
Seance Of - Foul Length Cassette,Seance Of,Foul Length,Cassette,Cassette Tape 1st press
Candy - It's Inside You Cassette,Candy,It's Inside You,Cassette,White Shell 2024
Hechael / Fit The Bill – Split Cassette,Hechael / Fit The Bill,Split,Cassette,White Shell w/ Splatter 2020 press (lim/25)
Psycroptic – As The Kingdom Drowns Cassette,Psycroptic,As The Kingdom Drowns,Cassette,Orange Shell 2018 press (lim/200)
USED - Bullshit Market - Wanda Park Cassette,Bullshit Market,Wanda Park,Cassette,White Shell 2021
Tortured Skull - Motorbreathing Disfrost Fuckin' Armageddon Tape,Tortured Skull,Motorbreathing Disfrost Fuckin' Armageddon,Cassette,Cassette Tape 2022
Fulci - The Morrisound Session Cassette,Fulci,The Morrisound Session,Cassette,Cassette 2024
Erzfeynd / Celestial Sword – Split Cassette,Erzfeynd / Celestial Sword,Split,Cassette,Black Shell 2021 press (SEALED)
USED - Gouffre - 2. Crawling Death Cassette,Gouffre,2. Crawling Death,Cassette,Black Shell 2021
USED - Blutumhang – Moonchants To Eternus Cassette,Blutumhang,Moonchants to Eternus,Cassette,White Shell 2022
Abysmalist - Vile Possession Cassette,Abysmalist,Vile Possession,Cassette,Cassette 2023
Beyond the Grasp of Light - Hell Cassette,Beyond the Grasp of Light,Hell,Cassette,Cassette 2023
Existentia - Calculating Failure Cassette,Existentia,Calculating Failure,Cassette,Cassette Tape 1st press
