description,artist,album,format,extra
Codeine King – Negative Space CD,Codeine King,Negative Space,CD,Jewel Case 2019 (SEALED #17/40)
BLEMISH - Being – Cathartic CD,BLEMISH,Being – Cathartic,CD,Jewel Case 2016 (#21/40)
Borderlines – Child Of Dark CD,Borderlines,Child Of Dark,CD,Jewel Case 2016
The Battle Within – The Midst Of Perdition CD,The Battle Within,The Midst Of Perdition,CD,Jewel Case 2015 (SEALED)
Alpha Virus – Trauma Model CD,Alpha Virus,Trauma Model,CD,Jewel Case 2019 (SEALED #17/50)
Apollyon - What Would You Die For? CD,Apollyon,What Would You Die For?,CD,Jewel Case 2016 (SEALED)
Aberrant Construct ‎– Silience CD,Aberrant Construct ‎,Silience,CD,Jewel Case 2018 (SEALED)
Aberrant Construct – Scaphism CD,Aberrant Construct,Scaphism,CD,Jewel Case 2018 (SEALED)
A Legacy Unwritten – Vanitati Mortem CD,A Legacy Unwritten,Vanitati Mortem,CD,Jewel Case 2015 (#17/50)
A Mind Traveller – Evolution CD,A Mind Traveller,Evolution,CD,Jewel Case 2017 (SEALED)
A Legacy Unwritten – Six CD,A Legacy Unwritten,Six,CD,Jewel Case 2015 (#20/50)
"Apparition - Granular Transformation 7""",Apparition,Granular Transformation,Vinyl,Black 2020 press vinyl
BLEMISH - Arms – Blackout CD,BLEMISH,Arms – Blackout,CD,Jewel Case 2019
BLEMISH - Heresy Denied - Innerception CD,BLEMISH,Heresy Denied - Innerception,CD,Jewel Case 2016 (SEALED)
Invoking The Abstract - Aural Kaleidoscopes CD,Invoking The Abstract,Aural Kaleidoscopes,CD,Jewel Case 2016
No Fucking Chance - 1913 CD,No Fucking Chance,1913,CD,Jewel Case 2014 (SEALED)
Numbered With The Transgressors ‎– Repulsive Subconscious Inhumation CD,Numbered With The Transgressors ‎,Repulsive Subconscious Inhumation,CD,Jewel Case 2019 (SEALED)
Too Pure To Die - Only The True Remain CD,Too Pure To Die,Only The True Remain,CD,Digipak 2018 (SEALED)
Government Issue - Government Issue LP,Government Issue,Government Issue,Vinyl,Black 2022 press vinyl
"Grinchfinger / Camphora Monobromata - Split 7""",Grinchfinger / Camphora Monobromata,Split,Vinyl,Black 2018 press vinyl
"Modern Life Is War - Tribulation Worksongs 12""",Modern Life Is War,Tribulation Worksongs,Vinyl,Peach 2024 press vinyl
Jarhead Fertilizer - Carceral Warfare LP,Jarhead Fertilizer,Carceral Warfare,Vinyl,Cloudy Green 2024 press
Jarhead Fertilizer - Carceral Warfare LP,Jarhead Fertilizer,Carceral Warfare,Vinyl,Red/Black Galaxy 2024 press
Nuclae - Bringing Out The Beast LP,Nuclae,Bringing Out The Beast,Vinyl,Black 2024 press vinyl
Think I Care - Mongrel LP,Think I Care,Mongrel,Vinyl,Black w/ Red Splatter 2024 press
"Bulls Shitt - This Is... Bulls Shitt 7""",Bulls Shitt,This Is... Bulls Shitt,Vinyl,Black 2023 press vinyl
"Cutdown / Never Again - Split 7""",Cutdown / Never Again,Split,Vinyl,Black 2023 press vinyl
"Live It Down - Thy Kingdom Come 7""",Live It Down,Thy Kingdom Come,Vinyl,Green/Black 2023 press
Knife Wound - W.O.U.N.D. Cassette,Knife Wound,W.O.U.N.D.,Cassette,Red Shell 2024
Infamy -  Dying To Live Cassette,Infamy,Dying To Live,Cassette,Red Shell 2024
Dayz Lost - Demo 2022 Redux Cassette,Dayz Lost,Demo 2022 Redux,Cassette,Black Shell 2024
Mutilation Rites - Devoid LP,Mutilation Rites,Devoid,Vinyl,Black-In-Clear 2013 press
USED - Issolei – Cilicium LP,Issolei,Cilicium,Vinyl,Purple Smoke 2021 press
USED - Almyrkvi – Pupil Of The Searing Maelstrom Tape,Almyrkvi,Pupil Of The Searing Maelstrom,Cassette,Black Shell 2016
USED - Consummatio – Desaevio Cassette,Consummatio,Desaevio,Cassette,Printed Shell 2022
USED - Feeble Deity – Compendium Opus Cassette,Feeble Deity,Compendium Opus,Cassette,White Shell 2023
USED - Gallkrist – Demo 2021 Cassette,Gallkrist,Demo 2021,Cassette,Smoke Shell 2021
USED - Gouffre - 2. Crawling Death Cassette,Gouffre,2. Crawling Death,Cassette,Black Shell 2021
USED - Grabunhold - Heldentod Cassette,Grabunhold,Heldentod,Cassette,White Shell 2021
USED - Haunting Figure – Demo I Cassette,Haunting Figure,Demo I,Cassette,Black Cover 2023
USED - Ildskær – Paa Daekket Kalder De Dode Tape,Ildskær,Paa Daekket Kalder De Dode,Cassette,Black Shell 2021
USED - Ildskær – Blod & Jern Cassette,Ildskær,Blod & Jern,Cassette,Black Shell 2023
USED - Mort Aux Gueux / Ifernach - Split Tape,Mort Aux Gueux / Ifernach,Split,Cassette,Black Shell 2021
USED - Pyre Of Black Roses - Demo II Cassette,Pyre Of Black Roses,Demo II,Cassette,Clear Shell 2021
USED - Rebirth Of Nefast ‎– Only Death Cassette,Rebirth Of Nefast ‎,Only Death,Cassette,Black Shell 2016
USED - Shades Of Vrsaj'kett – What Lies Beneath Gravel & Soot Tape,hades Of Vrsaj'kett,What Lies Beneath Gravel & Soot,Cassette,Black Shell 2021
USED - Ulveriddr – Jördhöll Cassette,lveriddr,Jördhöll,Cassette,Clear Shell 2023
USED - Unsleeping Shadow Of Naught – Into Pale Fire Tape,nsleeping Shadow Of Naught,Into Pale Fire,Cassette,Black Shell 2023
USED - Balaclava - Crimes Of Faith LP,Balaclava,Crimes Of Faith,Vinyl,Black 2011 press vinyl
USED - Foo Fighters - But Here We Are LP,Foo Fighters,But Here We Are,Vinyl,Black 2023 press vinyl
"USED - Momma / Narrow Head - Split 7""",Momma / Narrow Head,Split,Vinyl,Orange Cloudy 2023 press
"USED - Ruine - Winter 2014 Demo 7""",Ruine,Winter 2014 Demo,Vinyl,Black 2014 press vinyl
"USED - Soul Blind - Greatest Hits Vol. 1 7""",oul Blind,Greatest Hits Vol. 1,Vinyl,Yellow 2020 press vinyl
BLEMISH - Ledge - All I Hope For CD (SEALED),BLEMISH,Ledge - All I Hope For CD (SEALED),CD,Jewel Case 2019 (SEALED)
Dumb Waiter - Cancel Christmas Cassette,Dumb Waiter,Cancel Christmas,Cassette,Cassette 2016
Many Blessings / Pulsatile Tinnitus - Split Cassette,Many Blessings / Pulsatile Tinnitus,Split,Cassette,Cassette 2019
Drip-Fed - Sickened Kind Cassette,Drip,Fed - Sickened Kind,Cassette,Cassette 2015
Power Trip - Opening Fire: 2008-2014 LP,Power Trip,Opening Fire: 2008-2014,Vinyl,Color 2024 press vinyl
Dissimulator - Lower Form Resistance LP,Dissimulator,Lower Form Resistance,Vinyl,Color 2024 press vinyl
Gravesend - Gowanus Death Stomp LP,Gravesend,Gowanus Death Stomp,Vinyl,Neon Green 2023 press
xWeaponx / World Of Pleasure - Weapon Of Pleasure CD,xWeaponx / World Of Pleasure,Weapon Of Pleasure,CD,Jewel Case 2023
Primitive Man – Caustic CD,Primitive Man,Caustic,CD,Jewel Case 2017 (SEALED)
Pig Destroyer - Book Burner CD,Pig Destroyer,Book Burner,CD,Jewel Case 2012
Mastodon - Remission 2xLP,Mastodon,Remission,Vinyl,Violet 2023 press vinyl
Gatecreeper - Sonoran Depravation CD,Gatecreeper,Sonoran Depravation,CD,CD 2016
Primitive Man – Scorn CD,Primitive Man,Scorn,CD,Digipak 2013
High On Fire - Death Is This Communion 2xLP,High On Fire,Death Is This Communion,Vinyl,Green/Bone 2023 press
END - Bastard Reflection LP,END,Bastard Reflection,Vinyl,Silver-In-Clear w/ Splatter 2023 press
Tribal Gaze - The Nine Choirs CD,Tribal Gaze,The Nine Choirs,CD,CD 2022
"Full Of Hell - Amber Mote In The Black Vault 7""",Full Of Hell,Amber Mote In The Black Vault,Vinyl,Clear w/ Splatter 2023 press
"Harms Way - PSTHMN 12""",Harms Way,PSTHMN,Vinyl,Merge 2019 press vinyl
Vamachara - No Roses On My Grave CD,Vamachara,No Roses On My Grave,CD,CD 2023
Vermin Womb - Retaliation CD,Vermin Womb,Retaliation,CD,CD 2022
Phlegmesis - The New Wave Of Rotten Fornication Tape,Phlegmesis,The New Wave Of Rotten Fornication,Cassette,Yellow Shell 2024
Domain - Life's Cold Grasp LP,Domain,Life's Cold Grasp,Vinyl,Black 2024 press vinyl
Domain - Life's Cold Grasp LP,Domain,Life's Cold Grasp,Vinyl,Mint 2024 press vinyl
Domain - Life's Cold Grasp LP,Domain,Life's Cold Grasp,Vinyl,Yellow w/ Splatter 2024 press
Domain - Life's Cold Grasp LP,Domain,Life's Cold Grasp,Vinyl,Brown/Yellow 2024 press
Splitknuckle - Breathing Through The Wound LP,Splitknuckle,Breathing Through The Wound,Vinyl,Yellow 2024 press vinyl
"Train Of Thought - Bliss 10""",Train Of Thought,Bliss,Vinyl,Black 2023 press vinyl
"Worst Doubt - Immortal Pain 12""",Worst Doubt,Immortal Pain,Vinyl,Blue Galaxy 2024 press
Final Form - Demo 2 Cassette,Final Form,Demo 2,Cassette,Gold Shell 2022
Stand Still - In A Moment's Notice Cassette,Stand Still,In A Moment's Notice,Cassette,White Shell 2022
"Hold My Own - In My Way 12""",Hold My Own,In My Way,Vinyl,Black 2023 press vinyl
"Adrienne - Summer's Beginning 10""",Adrienne,Summer's Beginning,Vinyl,Black 2023 press vinyl
"Adrienne - Summer's Beginning 10""",Adrienne,Summer's Beginning,Vinyl,Grey 2023 press vinyl
A Mourning Star - A Reminder Of The Wound Unhealed CD,A Mourning Star,A Reminder Of The Wound Unhealed,CD,Jewel Case 2023
Deadset - Deadset CD,Deadset,Deadset,CD,Jewel Case 2023
Deliquesce - Cursed With Malevolence CD,Deliquesce,Cursed With Malevolence,CD,Jewel Case 2023
Ends Of Sanity - Eligible To Die CD,Ends Of Sanity,Eligible To Die,CD,Jewel Case 2023
Haywire - Conditioned For Demolition CD,Haywire,Conditioned For Demolition,CD,Jewel Case 2023
King Nine - Scared To Death CD,King Nine,Scared To Death,CD,Jewel Case 2023
Since My Beloved - One Day Away CD,Since My Beloved,One Day Away,CD,Jewel Case 2023
Stand Still - In A Moment's Notice CD,Stand Still,In A Moment's Notice,CD,CD 2022 press
Apparition - Disgraced Emanations LP,Apparition,Disgraced Emanations,Vinyl,Black 2024 press vinyl
BLEMISH / USED - Biomimic - Exogenous Embryonic Empire CD,BLEMISH / USED,Biomimic - Exogenous Embryonic Empire,CD,Digisleeve 2013
USED - Will Haven – El Diablo CD,Will Haven,El Diablo C,CD,Jewel Case 1997
USED - Will Haven – WHVN CD,Will Haven,WHVN C,CD,Jewel Case 1999
BLEMISH / USED - Vampire Mooose – Serenade The Samurai CD,BLEMISH / USED,Vampire Mooose – Serenade The Samurai,CD,Jewel Case 2006
USED - Trust – TRST CD,Trust,TRST C,CD,Jewel Case 2012
USED - Vampire Mooose – Vampire Moose CD,Vampire Mooose,Vampire Moose C,CD,Jewel Case 2003
USED - Trepalium – XIII CD,Trepalium,XIII C,CD,Jewel Case 2009
USED - Suffocation – Effigy Of The Forgotten / Pierced From Within CD,uffocation,Effigy Of The Forgotten / Pierced From Within C,CD,Jewel Case 2003
BLEMISH / USED - Scars On Broadway – Scars On Broadway CD,BLEMISH / USED,Scars On Broadway – Scars On Broadway,CD,Jewel Case 2008
USED - Rexus / Minimum Wage Assassins – Split CD,Rexus / Minimum Wage Assassins,Split C,CD,Jewel Case 2014
USED - Psyclon Nine – Order Of The Shadow: Act I CD,Psyclon Nine,Order Of The Shadow: Act I C,CD,Jewel Case 2013
USED - Portal – Swarth CD,Portal,Swarth C,CD,Jewel Case 2009
USED - Necrophagist – Epitaph CD,Necrophagist,Epitaph C,CD,Jewel Case 2011
USED - Minimum Wage Assassins – Corrosive Audio CD,Minimum Wage Assassins,Corrosive Audio C,CD,Jewel Case 2012
BLEMISH / USED - Masachist – Scorned CD,BLEMISH / USED,Masachist – Scorned,CD,Jewel Case 2012
USED - Lord Mantis – Pervertor CD,Lord Mantis,Pervertor C,CD,Jewel Case 2012
USED - Lord Mantis – Period Face CD,Lord Mantis,Period Face C,CD,Jewel Case 2008
BLEMISH / USED - Khanate – Khanate CD,BLEMISH / USED,Khanate – Khanate,CD,Jewel Case 2001
BLEMISH / USED - Irkallian Oracle – Grave Ekstasis CD,BLEMISH / USED,Irkallian Oracle – Grave Ekstasis,CD,Jewel Case 2014
BLEMISH / USED - Impetuous Ritual – Blight Upon Martyred Sentience CD,BLEMISH / USED,Impetuous Ritual – Blight Upon Martyred Sentience,CD,Jewel Case 2017
USED - Hollow Earth – We Are Not Humanity CD,Hollow Earth,We Are Not Humanity C,CD,Jewel Case 2012
USED - Impetuous Ritual – Unholy Congregation Of Hypocritical Ambivalence CD,Impetuous Ritual,Unholy Congregation Of Hypocritical Ambivalence C,CD,Jewel Case 2014
BLEMISH / USED - Fear Factory – Mechanize CD,BLEMISH / USED,Fear Factory – Mechanize,CD,Jewel Case 2010
BLEMISH / USED - Irkallian Oracle – Apollyon CD,BLEMISH / USED,Irkallian Oracle – Apollyon,CD,Jewel Case 2016
BLEMISH / USED - Dark Funeral – Diabolis Interium CD,BLEMISH / USED,Dark Funeral – Diabolis Interium,CD,Jewel Case 2001
BLEMISH / USED - Cradle Of Filth – Midian / Sodomizing The Virgin Vamps CD,BLEMISH / USED,Cradle Of Filth – Midian / Sodomizing The Virgin Vamps,CD,Jewel Case 2002
USED - Coprofago – Unorthodox Creative Criteria CD,Coprofago,Unorthodox Creative Criteria C,CD,Jewel Case 2005
USED - The Communion - Pornography. Satan. Abuse. CD,The Communion,Pornography. Satan. Abuse. C,CD,Jewel Case 2004
BLEMISH / USED - Candiria – Surrealistic Madness CD,BLEMISH / USED,Candiria – Surrealistic Madness,CD,Jewel Case 1999
USED - Asphyxiator – Inhaling Fluids of Thoracentesis CD,Asphyxiator,Inhaling Fluids of Thoracentesis C,CD,Jewel Case 2015
USED - Black Goat Of The Woods – Black Goat Of The Woods CD,Black Goat Of The Woods,Black Goat Of The Woods C,CD,Jewel Case 2012
BLEMISH / USED - System Of A Down – Mezmerize CD,BLEMISH / USED,System Of A Down – Mezmerize,CD,Digipak 2005
USED - Lord Mantis – Nice Teeth Whore CD,Lord Mantis,Nice Teeth Whore C,CD,Digipak 2016
BLEMISH / USED - Khanate – Capture & Release CD,BLEMISH / USED,Khanate – Capture & Release,CD,Digipak 2005
USED - Khanate – Clean Hands Go Foul CD,Khanate,Clean Hands Go Foul C,CD,Digipak 2009
BLEMISH / USED - Ketha – 2nd Sight CD,BLEMISH / USED,Ketha – 2nd Sight,CD,Digipak 2012
USED - Fuck The Facts – Desire Will Rot CD,Fuck The Facts,Desire Will Rot C,CD,Digipak 2015
BLEMISH / USED - Eths – Tératologie CD,BLEMISH / USED,Eths – Tératologie,CD,Digipak 2007
USED - Dragged Into Sunlight / Gnaw Their Tongues – N.V. CD,ragged Into Sunlight / Gnaw Their Tongues,N.V. C,CD,Digipak 2015
USED - Blessed Sacrifist – Loss Of Innocence CD,Blessed Sacrifist,Loss Of Innocence C,CD,Digipak 2021 (SEALED)
BLEMISH / USED - Batillus – Concrete Sustain CD,BLEMISH / USED,Batillus – Concrete Sustain,CD,Digipak 2013
BLEMISH / USED - Thou – Tyrant CD,BLEMISH / USED,Thou – Tyrant,CD,Digisleeve 2008
BLEMISH / USED - Ratking – So It Goes CD,BLEMISH / USED,Ratking – So It Goes,CD,Digisleeve 2014
USED - Sete Star Sept / Nahu – The Suneater / Phantom CD,ete Star Sept / Nahu,The Suneater / Phantom C,CD,Digisleeve 2014
BLEMISH / USED - Evil Pimp & Creep Lo – Kreepin Out Tha Kut Lost Tape '98 CD,BLEMISH / USED,Evil Pimp & Creep Lo – Kreepin Out Tha Kut Lost Tape '98,CD,Digisleeve 2013
USED - Cult Of Luna – Vertikal CD,Cult Of Luna,Vertikal C,CD,Digisleeve 2013
Chamber - Cost Of Sacrifice LP,Chamber,Cost Of Sacrifice,Vinyl,Cloudy Red 2020 press
Chamber - Cost Of Sacrifice LP,Chamber,Cost Of Sacrifice,Vinyl,Red/Black Butterfly 2020 press
BLEMISH / USED - Eryn Non Dae. – Abandon Of The Self 2xLP,BLEMISH / USED,Eryn Non Dae. – Abandon Of The Self,Vinyl,Black 2018 press vinyl
USED - Light Dweller - Lucid Offering LP,Light Dweller,Lucid Offering,Vinyl,Red 2022 press vinyl
USED - Spinebreaker - Ice Grave LP,pinebreaker,Ice Grave,Vinyl,Black 2016 press vinyl
Coffins - The Fleshland LP,Coffins,The Fleshland,Vinyl,Violet/Pink w/ Splatter 2024 press
Coffins - Beyond The Circular Demise LP,Coffins,Beyond The Circular Demise,Vinyl,Black Ice w/ Splatter 2024 press
The Dillinger Escape Plan - Calculating Infinity CD,The Dillinger Escape Plan,Calculating Infinity,CD,Jewel Case 2020
Revocation - Revocation LP,Revocation,Revocation,Vinyl,Gold/Black Galaxy 2024 press
Pig Destroyer - Terrifyer Cassette,Pig Destroyer,Terrifyer,Cassette,Red Shell 2024
Pig Destroyer - Book Burner Cassette,Pig Destroyer,Book Burner,Cassette,Red Shell 2024
Profane Order - One Nightmare Unto Another LP,Profane Order,One Nightmare Unto Another,Vinyl,Black 2023 press vinyl
Succumb - XXI LP,Succumb,XXI,Vinyl,Black 2021 press vinyl
VoidCeremony - Entropic Reflections Continuum: Dimensional Unravel LP,Voidceremony,Entropic Reflections Continuum: Dimensional Unravel,Vinyl,Color 2022 press vinyl
Graven Image - Gods Who Decree LP,Graven Image,Gods Who Decree,Vinyl,Clear w/ Splatter 2024 press
Government Issue - The Fun Just Never Ends LP,Government Issue,The Fun Just Never Ends,Vinyl,Black 2024 press vinyl
Internal Affairs - No Way Out 2xLP,Internal Affairs,No Way Out,Vinyl,Color 2022 press vinyl
Iron Lung - Sexless//No Sex LP,Iron Lung,Sexless//No Sex,Vinyl,Color 2024 press vinyl
Poisoned Seeds - Poisoned Seeds LP,Poisoned Seeds,Poisoned Seeds,Vinyl,Color 2024 press vinyl
Hatred Surge - Horrible Mess 2005-2007 LP,Hatred Surge,Horrible Mess 2005-2007,Vinyl,Black 2023 press vinyl
The Arrival Note - The Arrival Note Cassette,The Arrival Note,The Arrival Note,Cassette,Blue Shell 2022
Dogmatic - Demo Cassette,Dogmatic,Demo,Cassette,White Shell 2023
Dogmatic - Dogmatic Cassette,Dogmatic,Dogmatic,Cassette,Clear Shell 2023
Inflict - Trail Ends Cassette,Inflict,Trail Ends,Cassette,Clear Shell 2024
Resentment - Demo 2023,Resentment,Demo 2023,Cassette,Clear Shell 2023
Statement - Find Your More Cassette,Statement,Find Your More,Cassette,White Shell 2023
Sugar Coat - Fall Promo 2023 Cassette,Sugar Coat,Fall Promo 2023,Cassette,Clear Shell 2023
True Name - Atlanta Straight Edge Cassette,True Name,Atlanta Straight Edge,Cassette,White Shell 2024
Miracle - Miracle Cassette,Miracle,Miracle,Cassette,White Shell 2023
Ashbringer - We Came Here To Grieve LP,Ashbringer,We Came Here To Grieve,Vinyl,Clear w/ Splatter 2023 press
"NO COVER - Gotta Groove Records - Happy Holidays From Gotta Groove 2023 7""",NO COVER,Gotta Groove Records - Happy Holidays From Gotta Groove 2023,Vinyl,Black 2023 press vinyl
Ashbringer – Yūgen CD,Ashbringer,Yūgen,CD,Jewel Case 2016
Beyond Deviation - Dark Passenger CD (Jewel Case),Beyond Deviation,Dark Passenger CD (Jewel Case),CD,Jewel Case 2019
Fleshburner - DeathDealer CD (Jewel Case),Fleshburner,DeathDealer CD (Jewel Case),CD,Jewel Case 2019
Gloam - Death Is The Beginning CD,Gloam,Death Is The Beginning,CD,Jewel Case 2017
The Order Of Elijah - Dethrone CD,The Order Of Elijah,Dethrone,CD,Jewel Case 2013
Oxalate / Perpetuated / Blood Spore / Vivisect - Split CD,Oxalate / Perpetuated / Blood Spore / Vivisect,Split,CD,Jewel Case 2020
Sin Deliverance ‎– The Inquisition Of Morality CD,Sin Deliverance ‎,The Inquisition Of Morality,CD,Jewel Case 2018
Tehom – The Merciless Light CD,Tehom,The Merciless Light,CD,Jewel Case 2017
Wishfield - Wishfield CD,Wishfield,Wishfield,CD,Jewel Case 2019
Ashbringer - Absolution CD,Ashbringer,Absolution,CD,Digipak 2019
Ashbringer - Absolution Cassette,Ashbringer,Absolution,Cassette,Purple Shell 2022
USED - Armor For Sleep - What To Do When You Are Dead 2xLP,Armor For Sleep,What To Do When You Are Dead,Vinyl,Green/White Split 2020 press
BLEMISH - Ashbringer - Vacant LP,BLEMISH,Ashbringer - Vacant,Vinyl,Magenta 2017 press vinyl
"USED - Meltdown - Meltdown 7""",Meltdown,Meltdown,Vinyl,Silver 2008 press vinyl
"USED - Shaved Women – Static 7""",haved Women,Static,Vinyl,Black 2012 press vinyl
USED - The Omnific - Kismet CD,The Omnific,Kismet C,CD,Digipak 2017
BLEMISH - The Omnific – Sonorous CD,BLEMISH,The Omnific – Sonorous,CD,Digisleeve 2016
BLEMISH - Put To Rest - La Vie En Rose CD,BLEMISH,Put To Rest - La Vie En Rose,CD,Digisleeve 2018
"USED - Opheliac / For You, Always For You - Split Cassette","Opheliac / For You, Always For You",Split,Cassette,Green Shell 2024
USED - Zaqqoem – Anarchic Rapture Of Withering Cassette,Zaqqoem,Anarchic Rapture Of Withering,Cassette,Black Shell 2021
Grave Pilgrim - Molten Hands Reach West LP,GRAVE PILGRIM,Molten Hands Reach West,Vinyl,Black 2022 press vinyl
USED - Helgafell - The Voice Of Withered Stone LP,Helgafell,The Voice of Withered Stone,Vinyl,Black 2020 press vinyl
Inferno Requiem - Nüwa 2xLP,Inferno Requiem,Nüwa,Vinyl,Black 2020 press vinyl
Khandra – All Occupied By Sole Death LP,Khandra,All Occupied By Sole Death,Vinyl,Gold/Red 2021 press
"Monolith - Monolith 12""",Monolith,Monolith,Vinyl,Party Monster 2022 press
Mrtva Vod - Divided In Life LP,Mrtva Vod,Divided in Life,Vinyl,Black 2022 press vinyl
Obsidian Tongue - Volume III LP,Obsidian Tongue,Volume III,Vinyl,Black/Blue 2020 press vinyl
USED - Ovnev - Transpiration LP,Ovnev,Transpiration,Vinyl,Black 2020 press vinyl
BLEMISH - Sur Austru – Meteahnă Timpurilor 2xLP,BLEMISH,Sur Austru – Meteahnă Timpurilor,Vinyl,Gold 2019 press vinyl
"Sabbath Buddy Sabbath – Sabbath Buddy Sabbath 7""",Sabbath Buddy Sabbath,Sabbath Buddy Sabbath,Vinyl,Sweet Leaf 2022 press
