description,artist,album,format,extra
"[SOLD OUT] NORTT ""Graven"" CD [Digipak]",NORTT,Graven,CD,[Digipak]
"[SOLD OUT] SAOR ""Forgotten Paths"" CD [Digipak]",Saor,Forgotten Paths,CD,[Digipak]
"[SOLD OUT] NORTT ""Gudsforladt"" CD",NORTT,Gudsforladt,CD,
"[SOLD OUT] NORTT ""Galgenfrist"" CD",NORTT,Galgenfrist,CD,
"[SOLD OUT] CHAUCERIAN MYTH ""The Epic of Beileag"" 3xCD w/ patch (Lim. 100) [Digipak]",CHAUCERIAN MYTH,The Epic of Beileag,CD,(Lim. 100) [Digipak]
"[SOLD OUT] VALOR ""La Lune Noire"" CD",VALOR,La Lune Noire,CD,
"[SOLD OUT] UR PALE ""Crystal Waves Orchestra"" CD",UR PALE,Crystal Waves Orchestra,CD,
"[SOLD OUT] TORCHLIGHT ""Haunting Dreams for the Dying King"" CD",TORCHLIGHT,Haunting Dreams for the Dying King,CD,
"[SOLD OUT] MORTUM ""Atlantean Ouroboros"" CD",Mortum,Atlantean Ouroboros,CD,
"[SOLD OUT] BASMU ""VVITCHBLOOD"" CD",BASMU,VVITCHBLOOD,CD,
"[SOLD OUT] FORGOTTEN PATHWAYS ""Shrouded in Mystery"" Vinyl 2xLP",Forgotten Pathways,Shrouded In Mystery,Vinyl,
"[SOLD OUT] VALSCHARUHN ""Seven Wonders of the Ancient World"" CD",VALSCHARUHN,Seven Wonders of the Ancient World,CD,
"[SOLD OUT] LOUSBERG ""The Death Of Humanity"" CD",Lousberg,The Death Of Humanity,CD,
"[SOLD OUT] BAHKAUV ""Et Bahkouv kütt"" CD",BAHKAUV,Et Bahkouv kütt,CD,
"[SOLD OUT] SKARPSEIAN ""Fragmentar Av Trolldom"" Vinyl LP",SKARPSEIAN,Fragmentar Av Trolldom,Vinyl,
"[SOLD OUT] ILDJARN ""Landscapes"" Double CD [2xCD hardcover digibook]",Ildjarn,Landscapes,CD,[2xCD hardcover digibook]
"[SOLD OUT] GRANDMA'S COTTAGE ""Grandma's Cottage"" Vinyl LP",GRANDMA'S COTTAGE,Grandma's Cottage,Vinyl,
"[SOLD OUT] DEPRESSIVE SILENCE ""Depressive Silence (Final)"" Vinyl LP",Depressive Silence,Depressive Silence (Final),Vinyl,
"[SOLD OUT] FIEF ""III+IV"" Vinyl 2xLP",Fief,III+IV,Vinyl,
"[SOLD OUT] IFERNACH ""Skin Stone Blood Bone"" CD",Ifernach,Skin Stone Blood Bone,CD,
"[SOLD OUT] SHAKESPEAREAN FROG ""Shakesperean Frog"" Vinyl LP",SHAKESPEAREAN FROG,Shakesperean Frog,Vinyl,
"[SOLD OUT] IFERNACH ""The Green Enchanted Forest of the Druid Wizard"" CD",Ifernach,The Green Enchanted Forest Of The Druid Wizard,CD,
"[SOLD OUT] GOOSE MOTHER ""Goose Mother"" Vinyl LP",GOOSE MOTHER,Goose Mother,Vinyl,
"[SOLD OUT] LORD LOVIDICUS ""Kyndill og Steinn"" 2xLP",LORD LOVIDICUS,Kyndill og Steinn,Vinyl,
"[SOLD OUT] QUEST MASTER ""The Twelve Castles"" CD [Digipak]",Quest Master,The Twelve Castles,CD,[Digipak]
"[SOLD OUT] VORONDA ""Blood & Sorcery / Reclaiming the Sign"" CD",VORONDA,Blood & Sorcery / Reclaiming the Sign,CD,
"[SOLD OUT] DRAVE ""Terroir"" CD",Drave,Terroir,CD,
"[SOLD OUT] BALROG ""The Dark Tower"" CD",BALROG,The Dark Tower,CD,
"[SOLD OUT] ETERNAL CHAMPION ""Ravening Iron"" CD",ETERNAL CHAMPION,Ravening Iron,CD,
"[SOLD OUT] PUMPKIN WITCH ""Final Strike of the Pumpkin Witch"" 2xLP (color, gatefold, lim. 300)",PUMPKIN WITCH,Final Strike of the Pumpkin Witch,Vinyl,"(color, gatefold, lim. 300)"
"[SOLD OUT] LEGENDRY ""Mists of Time / Dungeon Crawler"" 2xCD (w/ slipcase)",LEGENDRY,Mists of Time / Dungeon Crawler,CD,(w/ slipcase)
"[SOLD OUT] PAYSAGE D'HIVER ""Die Festung"" Vinyl LP",PAYSAGE D'HIVER,Die Festung,Vinyl,
"[SOLD OUT] PAYSAGE D'HIVER ""Steineiche"" Vinyl 2xLP",PAYSAGE D'HIVER,Steineiche,Vinyl,
"[SOLD OUT] PAYSAGE D'HIVER ""Kerker"" Vinyl LP",PAYSAGE D'HIVER,Kerker,Vinyl,
"[SOLD OUT] PAYSAGE D'HIVER ""Schattengang"" Vinyl LP",PAYSAGE D'HIVER,Schattengang,Vinyl,
"[SOLD OUT] PAYSAGE D'HIVER ""Nacht"" Vinyl 2xLP",PAYSAGE D'HIVER,Nacht,Vinyl,
"[SOLD OUT] PAYSAGE D'HIVER ""Im Traum"" CD Digibook",PAYSAGE D'HIVER,Im Traum,CD,
"[SOLD OUT] PAYSAGE D'HIVER ""Kristall & Isa"" CD Digibook",PAYSAGE D'HIVER,Kristall & Isa,CD,
"[SOLD OUT] PAYSAGE D'HIVER ""Einsamkeit"" Vinyl 2xLP (gatefold, etched)",PAYSAGE D'HIVER,Einsamkeit,Vinyl,"(gatefold, etched)"
"[SOLD OUT] PAYSAGE D'HIVER ""Schattengang"" CD Digibook",PAYSAGE D'HIVER,Schattengang,CD,
"[SOLD OUT] PAYSAGE D'HIVER ""Schnee"" CD Digibook",PAYSAGE D'HIVER,Schnee,CD,
"[SOLD OUT] PAYSAGE D'HIVER ""Kerker"" CD Digibook",PAYSAGE D'HIVER,Kerker,CD,
"[SOLD OUT] PAYSAGE D'HIVER ""Das Tor"" CD Digibook",PAYSAGE D'HIVER,Das Tor,CD,
"[SOLD OUT] PAYSAGE D'HIVER ""Winterkälte"" CD Digibook",PAYSAGE D'HIVER,Winterkälte,CD,
"[SOLD OUT] PAYSAGE D'HIVER ""Paysage d'Hiver"" CD Digibook",PAYSAGE D'HIVER,Paysage d'Hiver,CD,
"[SOLD OUT] SUMMONING ""Dol Guldur"" CD",SUMMONING,Dol Guldur,CD,
"[SOLD OUT] TRIST ""Initiation"" CD",TRIST,Initiation,CD,
"[SOLD OUT] SUMMONING ""Lost Tales"" CD",SUMMONING,Lost Tales,CD,
"[SOLD OUT] SUMMONING ""Let Mortal Heroes Sing Your Fame"" CD",SUMMONING,Let Mortal Heroes Sing Your Fame,CD,
"[SOLD OUT] SUMMONING ""Minas Morgul"" CD",SUMMONING,Minas Morgul,CD,
"[SOLD OUT] SUMMONING ""Lugburz"" CD",SUMMONING,Lugburz,CD,
"[SOLD OUT] ARTHUROS ""Kosmos"" CD",Arthuros,Kosmos,CD,
"[SOLD OUT] ARTHUROS ""Ithildin"" CD",Arthuros,Ithildin,CD,
"[SOLD OUT] ARTHUROS ""From Stardust We Come"" 7"" flexi",Arthuros,From Stardust We Come,Vinyl,
"[SOLD OUT] THANGORODRIM ""Taur Nu Fuin"" Vinyl 2xLP [2nd press, Color]",Thangorodrim,Taur Nu Fuin,Vinyl,"[2nd press, Color]"
"THANGORODRIM ""Taur Nu Fuin"" CD (2023 repress)",Thangorodrim,Taur Nu Fuin,CD,(2023 repress)
"[SOLD OUT] THANGORODRIM ""Prologue"" Double CD [2xCD digipak]",Thangorodrim,Prologue,CD,[2xCD digipak]
"THANGORODRIM ""Gil Estel"" Vinyl 2xLP [color, double LP w/ insert, 2nd press lim.300]",Thangorodrim,Gil Estel,Vinyl,"[color, double LP w/ insert, 2nd press lim.300]"
"THANGORODRIM ""Gil Estel"" CD",Thangorodrim,Gil Estel,CD,
"SEQUESTERED KEEP ""Era 2"" Triple CD set [3xCD Digipak]",Sequestered Keep,Era 2,CD,[3xCD Digipak]
"[SOLD OUT] SUMMONING ""Oath Bound"" CD",SUMMONING,Oath Bound,CD,
"[SOLD OUT] SUMMONING ""With Doom We Come"" CD",SUMMONING,With Doom We Come,CD,
"[SOLD OUT] SUMMONING ""Stronghold"" CD",SUMMONING,Stronghold,CD,
"[SOLD OUT] SUMMONING ""Old Mornings Dawn"" CD",SUMMONING,Old Mornings Dawn,CD,
"[SOLD OUT] SKYFOREST ""A New Dawn"" CD [Digipak]",SKYFOREST,A New Dawn,CD,[Digipak]
"[SOLD OUT] EMYN MUIL ""Afar Angathfark"" Deluxe Vinyl 2xLP (Double LP Color, Gatefold, Poster)",EMYN MUIL,Afar Angathfark,Vinyl,"(Double LP Color, Gatefold, Poster)"
"[SOLD OUT] MORKETSVIND ""Age of Lord"" CD",Morketsvind,Age of Lord,CD,
"MORKETSVIND ""Morketsvind"" CD [Digisleeve]",Morketsvind,Morketsvind,CD,[Digisleeve]
"[SOLD OUT] FAIDRA ""Six Voices Inside"" Vinyl LP (color, lim. 333)",Faidra,Six Voices Inside,Vinyl,"(color, lim. 333)"
"[SOLD OUT] SANCTUAIRE ""Vestiges Oniriques"" CD [Digipak]",Sanctuaire,Vestiges Oniriques,CD,[Digipak]
"[SOLD OUT] MORKETSVIND ""Wandering To Nether World"" CD",Morketsvind,Wandering To Nether World,CD,
"[SOLD OUT] WINTERBLOOD ""Luftschloss"" Double CD (2xCD A5 size digipak)",Winterblood,Luftschloss,CD,(2xCD A5 size digipak)
"[SOLD OUT] NIDHOGG ""Nidhogg"" CD",Nidhogg,Nidhogg,CD,
"[SOLD OUT] STORM ""Nordavind"" CD",STORM,Nordavind,CD,
"[SOLD OUT] CINTECELE DIAVOLUI ""The Devil's Songs"" Vinyl LP [MORTIIS]",CINTECELE DIAVOLUI,The Devil's Songs,Vinyl,[MORTIIS]
"[SOLD OUT] MOON AND AZURE SHADOW ""Age of Darkness and Frost"" Vinyl LP (Color)",MOON AND AZURE SHADOW,Age of Darkness and Frost,Vinyl,(Color)
"[SOLD OUT] BURIER ""II"" CD",Burier,II,CD,
"[SOLD OUT] BURIER ""I"" CD",Burier,I,CD,
"[SOLD OUT] ELFFOR ""Dra Sad III"" CD",Elffor,Dra Sad III,CD,
"[SOLD OUT] CHILDHOOD MEMORIES ""Childhood Memories"" Vinyl LP (color, lim.150)",CHILDHOOD MEMORIES,Childhood Memories,Vinyl,"(color, lim.150)"
"[SOLD OUT] TINY MOUSE ""Tiny Mouse"" Vinyl LP",TINY MOUSE,Tiny Mouse,Vinyl,
"[SOLD OUT] PAYSAGE D'HIVER ""Kristall & Isa"" Vinyl LP",PAYSAGE D'HIVER,Kristall & Isa,Vinyl,
"[SOLD OUT] PAYSAGE D'HIVER ""Das Tor"" Vinyl 2xLP (Gatefold)",PAYSAGE D'HIVER,Das Tor,Vinyl,(Gatefold)
"[SOLD OUT] PAYSAGE D'HIVER / LUNAR AURORA ""Schwarzä Feus / A Haudiga Fluag"" Vinyl LP",PAYSAGE D'HIVER / LUNAR AURORA,Schwarzä Feus / A Haudiga Fluag,Vinyl,
"[SOLD OUT] PAYSAGE D'HIVER ""Nacht"" CD Digibook",PAYSAGE D'HIVER,Nacht,CD,
"[SOLD OUT] PAYSAGE D'HIVER ""Einsamkeit"" CD Digibook",PAYSAGE D'HIVER,Einsamkeit,CD,
"[SOLD OUT] BEHERIT ""The Oath of Black Blood"" CD",Beherit,The Oath of Black Blood,CD,
"[SOLD OUT] SUMMONING ""Nightshade Forests"" Vinyl LP (COLOR, Gatefold)",SUMMONING,Nightshade Forests,Vinyl,"(COLOR, Gatefold)"
"[SOLD OUT] TREASURE SEEKER ""Quest for the Secrets Beyond Time"" CD (Lim. 100) [Digipak]",TREASURE SEEKER,Quest for the Secrets Beyond Time,CD,(Lim. 100) [Digipak]
"[SOLD OUT] KAMPFAR ""Mellom Skogledde Aaser"" CD",KAMPFAR,Mellom Skogledde Aaser,CD,
"[SOLD OUT] KAMPFAR ""Fra Underverdenen + Norse"" CD",KAMPFAR,Fra Underverdenen + Norse,CD,
"[SOLD OUT] MALFET ""The Snaking Path"" CD [DVD Case]",Malfet,The Snaking Path,CD,[DVD Case]
"[SOLD OUT] MALFET ""The Way to Avalon"" CD",Malfet,The Way To Avalon,CD,
"[SOLD OUT] MALFET ""Alban Arthan"" CD",Malfet,Alban Arthan,CD,
"[SOLD OUT] PAYSAGE D'HIVER ""Im Wald"" 2xCD Digibook",PAYSAGE D'HIVER,Im Wald,CD,
"[SOLD OUT] ELFFOR ""Dra Sad I-III: The Trilogy"" 3xCD (Lim. 111)",Elffor,Dra Sad I-III: The Trilogy,CD,(Lim. 111)
"[SOLD OUT] PAYSAGE D'HIVER ""Das Gletschertor / Das schwarze Metall-Eisen"" Vinyl LP",PAYSAGE D'HIVER,Das Gletschertor / Das schwarze Metall-Eisen,Vinyl,
"[SOLD OUT] LAMPIR ""Awaiting the Predatory Dreamscape"" CD",Lampir,Awaiting the Predatory Dreamscape,CD,
"[SOLD OUT] MURGRIND / ELFFOR ""Stronghold in the Mountains / Odolosth"" CD [A5 Digipak]",MURGRIND / ELFFOR,Stronghold in the Mountains / Odolosth,CD,[A5 Digipak]
"[SOLD OUT] ELFFOR / MURGRIND / BARAK TOR ""Three Emperors"" CD [Digipak]",ELFFOR / MURGRIND / BARAK TOR,Three Emperors,CD,[Digipak]
"[SOLD OUT] SOY FAN DEL DARK ""SFdD"" Vinyl LP 10"" w/ CD [Color, Gatefold lim. 100]",SOY FAN DEL DARK,SFdD,Vinyl,"[Color, Gatefold lim. 100]"
"[SOLD OUT] PAGAN ALTAR ""Judgement of the Dead"" CD",Pagan Altar,Judgement of the Dead,CD,
"[SOLD OUT] PAGAN ALTAR ""Lords of Hypocrisy"" CD",Pagan Altar,Lords of Hypocrisy,CD,
"[SOLD OUT] PAGAN ALTAR ""Mythical and Magical"" CD",Pagan Altar,Mythical and Magical,CD,
"[SOLD OUT] WINTER WOODS ""Bewitched in Black Moonlight"" Double CD [2xCD jewel case]",WINTER WOODS,Bewitched in Black Moonlight,CD,[2xCD jewel case]
"[SOLD OUT] PAGAN ALTAR ""The Room of Shadows"" CD",Pagan Altar,The Room of Shadows,CD,
"[SOLD OUT] WINTER WOODS ""Forest / Mountain / Cavern"" 3xCD set",WINTER WOODS,Forest / Mountain / Cavern,CD,
"[SOLD OUT] MOULIN BANAL ""De Misère et D'Engelures"" Vinyl LP",Moulin Banal,De Misère et D'Engelures,Vinyl,
"[SOLD OUT] COMPLOT! ""Compilation!"" CD",Complot!,Compilation!,CD,
"[SOLD OUT] MUTIILATION ""Remains of a Ruined, Dead, Cursed Soul"" CD",Mutiilation,"Remains of a Ruined, Dead, Cursed Soul",CD,
"[SOLD OUT] LAMP OF MURMUUR ""Remnants of a Bewildered Ache"" 2xCD [Digipak]",Lamp of Murmuur,Remnants of a Bewildered Ache,CD,[Digipak]
"[SOLD OUT] GHOSTS OF OCEANIA ""Apparitions Forgotten by the Tide"" CD (lim. 150)",Ghosts Of Oceania,Apparitions Forgotten by the Tide,CD,(lim. 150)
"[SOLD OUT] FROSTVEIL ""Dishonoured and Forgotten"" CD (lim. 150)",FROSTVEIL,Dishonoured and Forgotten,CD,(lim. 150)
"[SOLD OUT] AUTUMN'S DAWN ""Dying Ember"" CD",AUTUMN'S DAWN,Dying Ember,CD,
"[SOLD OUT] LAMENT IN WINTERS NIGHT ""At The Gates Of The Eternal Storm"" CD",LAMENT IN WINTERS NIGHT,At The Gates Of The Eternal Storm,CD,
"[SOLD OUT] VRÖRSAATH ""Under Vast Dreamskies"" CD (lim. 300)",VRÖRSAATH,Under Vast Dreamskies,CD,(lim. 300)
"FROSTVEIL ""Reminiscence of a Ghostly Past II"" CD (lim.500)",FROSTVEIL,Reminiscence of a Ghostly Past II,CD,(lim.500)
"[SOLD OUT] FROSTVEIL ""Reminiscence of a Ghostly Past I"" CD (lim.500)",FROSTVEIL,Reminiscence of a Ghostly Past I,CD,(lim.500)
"[SOLD OUT] ELFFOR ""Malkhedant"" CD w/ slipcase",Elffor,Malkhedant,CD,
"[SOLD OUT] VINTLECHKEIT ‎""Svartskogen, Svartvinter... / Dødssted"" Vinyl LP (lim. 100)",Vintlechkeit,"Svartskogen, Svartvinter... / Dødssted",Vinyl,(lim. 100)
"[SOLD OUT] ELFFOR ""Impious Battlefields"" CD w/ Slipcase",Elffor,Impious Battlefields,CD,
"[SOLD OUT] ELFFOR ""Unholy Throne Of Doom"" CD w/ Slipcase",Elffor,Unholy Throne Of Doom,CD,
"[SOLD OUT] KŪKA'ILIMOKU / EBONY PENDANT ""Split"" CD [Digipak]",KŪKA'ILIMOKU / EBONY PENDANT,Split,CD,[Digipak]
"[SOLD OUT] SPIDER GOD ""Den Inre Borgen (The Interior Castle)"" CD",Spider God,Den Inre Borgen (The Interior Castle),CD,
"[SOLD OUT] DWARROWDELF ""Evenstar"" CD [digipak]",DWARROWDELF,Evenstar,CD,[digipak]
"[SOLD OUT] SKYFOREST ""Harmony"" CD [Digipak]",SKYFOREST,Harmony,CD,[Digipak]
"[SOLD OUT] SKYFOREST ""Unity"" CD [Digipak]",SKYFOREST,Unity,CD,[Digipak]
"[SOLD OUT] TIR ""Urd, Skuld & Verdandi"" CD  [Digipak]",Tir,"Urd, Skuld & Verdandi",CD,[Digipak]
"[SOLD OUT] OUBLIETH ""Mornelance"" CD",Oublieth,Mornelance,CD,
"[SOLD OUT] SECRET STAIRWAYS ""Enchantment of the Ring"" Vinyl LP (Color)",SECRET STAIRWAYS,Enchantment Of The Ring,Vinyl,(Color)
"[SOLD OUT] LAMENT IN WINTER'S NIGHT ""Infernal Dreams of My Arcane Realms"" Vinyl LP",Lament In Winter's Night,Infernal Dreams of My Arcane Realms,Vinyl,
"[SOLD OUT] FIEF ""I+II"" Vinyl 2xLP",Fief,I+II,Vinyl,
"[SOLD OUT] CIMITIR ""Duskhymns"" Vinyl 12"" (Glow in the Dark)",CIMITIR,Duskhymns,Vinyl,(Glow in the Dark)
"[SOLD OUT] BOOK OF SKELOS ""Magickal Atavism"" Vinyl LP (Color)",Book of Skelos,Magickal Atavism,Vinyl,(Color)
"[SOLD OUT] PAYSAGE D'HIVER ""Geister"" Vinyl 2xLP",PAYSAGE D'HIVER,Geister,Vinyl,
"[SOLD OUT] PAYSAGE D'HIVER ""Die Festung"" CD Digibook",PAYSAGE D'HIVER,Die Festung,CD,
"[SOLD OUT] NORDGEIST ""Frostwinter"" Vinyl LP (color)",NORDGEIST,Frostwinter,Vinyl,(color)
"[SOLD OUT] NORDGEIST ""Frostwinter"" CD Digibook",NORDGEIST,Frostwinter,CD,
"[SOLD OUT] PAYSAGE D'HIVER ""Geister"" CD Digibook",PAYSAGE D'HIVER,Geister,CD,
"[SOLD OUT] PROFANE ORDER ""Slave Morality"" CD",Profane Order,Slave Morality,CD,
"[SOLD OUT] SPECTRAL WOUND ""A Diabolical Thirst"" CD",Spectral Wound,A Diabolical Thirst,CD,
"[SOLD OUT] PROFANE ORDER ""Tightened Noose of Sanctimony"" CD",Profane Order,Tightened Noose of Sanctimony,CD,
"[SOLD OUT] ELDAMAR ""A Dark Forgotten Past"" Vinyl LP (color, lim. 199)",Eldamar,A Dark Forgotten Past,Vinyl,"(color, lim. 199)"
"[SOLD OUT] WITCHES MOON ""An Olde Goat's Game Of Stars"" CD (lim. 100)",WITCHES MOON,An Olde Goat's Game Of Stars,CD,(lim. 100)
"[SOLD OUT] TINY MOUSE ""Tiny Adventures"" Vinyl LP (Color)",TINY MOUSE,Tiny Adventures,Vinyl,(Color)
"[SOLD OUT] DIPLODOCUS ""Slow and Heavy (Tyrannic Edition)"" Vinyl LP (color)",DIPLODOCUS,Slow and Heavy (Tyrannic Edition),Vinyl,(color)
"[SOLD OUT] CRYPT VAPOR ""Tombe Della Città"" Vinyl LP (Lim. 250)",Crypt Vapor,Tombe Della Città,Vinyl,(Lim. 250)
"[SOLD OUT] CRYPT VAPOR ""Tombe Della Città"" CD",Crypt Vapor,Tombe Della Città,CD,
"[SOLD OUT] ELFFOR ""Condemned to Wander"" CD  [Digipak]",Elffor,Condemned to Wander,CD,[Digipak]
"[SOLD OUT] AZELISASSATH ""Total Desecration of Existence"" CD",Azelisassath,Total Desecration of Existence,CD,
"[SOLD OUT] SEVEROTH ""Vsesvit"" CD [Digipak]",SEVEROTH,Vsesvit,CD,[Digipak]
"[SOLD OUT] MESARTHIM ""Vacuum Solution"" CD [Digipak]",Mesarthim,Vacuum Solution,CD,[Digipak]
"[SOLD OUT] WITH THE END IN MIND ""Tides of Fire"" CD [Digipak]",WITH THE END IN MIND,Tides of Fire,CD,[Digipak]
"[SOLD OUT] SOJOURNER ""The Shadowed Road"" CD [Digipak]",SOJOURNER,The Shadowed Road,CD,[Digipak]
"[SOLD OUT] ISON ""Aurora"" CD [Digipak]",ISON,Aurora,CD,[Digipak]
"[SOLD OUT] SUR AUSTRU ""Obarsie"" CD [Digipak]",Sur Austru,Obarsie,CD,[Digipak]
"[SOLD OUT] OLHAVA ""Frozen Bloom"" CD [Digipak]",OLHAVA,Frozen Bloom,CD,[Digipak]
"[SOLD OUT] ESCUMERGAMËNT ""...ni degu fazentz escumergament e mesorga..."" Vinyl LP",ESCUMERGAMËNT,...ni degu fazentz escumergament e mesorga...,Vinyl,
"[SOLD OUT] ESCUMERGAMËNT ""...ni degu fazentz escumergament e mesorga..."" CD",ESCUMERGAMËNT,...ni degu fazentz escumergament e mesorga...,CD,
"[SOLD OUT] SEVEROTH ""Vsevit"" Vinyl 2xLP (gatefold)",SEVEROTH,Vsevit,Vinyl,(gatefold)
"[SOLD OUT] OLHAVA ""Frozen Bloom"" Vinyl 2xLP (gatefold)",OLHAVA,Frozen Bloom,Vinyl,(gatefold)
"[SOLD OUT] SIVYJ YAR ""From the Dead Villages Darkness"" Vinyl LP (lim.100) [Сивый Яр]",SIVYJ YAR,From the Dead Villages Darkness,Vinyl,(lim.100) [Сивый Яр]
"[SOLD OUT] SUR AUSTRU ""Obarsie"" Vinyl 2xLP (gatefold, color, lim. 150)",Sur Austru,Obarsie,Vinyl,"(gatefold, color, lim. 150)"
"[SOLD OUT] BELTEZ ""Exiled, Punished... Rejected"" Vinyl LP (color)",Beltez,"Exiled, Punished... Rejected",Vinyl,(color)
"[SOLD OUT] SIVYJ YAR ""Burial Shrouds"" Vinyl LP (lim. 100) [Сивый Яр]",SIVYJ YAR,Burial Shrouds,Vinyl,(lim. 100) [Сивый Яр]
"[SOLD OUT] WHISPERS UNHALLOWED ""Enchanting The Demon Gate"" Vinyl LP (lim. 100)",Whispers Unhallowed,Enchanting the Demon Gate,Vinyl,(lim. 100)
"[SOLD OUT] LAMP OF MURMUUR ""Heir Of Ecliptical Romanticism"" CD",Lamp of Murmuur,Heir Of Ecliptical Romanticism,CD,
"[SOLD OUT] NAHTSKELDUZ ""Helm of Darkness"" CD",NAHTSKELDUZ,Helm of Darkness,CD,
"[SOLD OUT] SCEPTRE OF THE FADING DAWN ""Wandering In Lands Unseen"" CD",Sceptre Of The Fading Dawn,Wandering in Lands Unseen,CD,
"[SOLD OUT] HARVEST ""Bend Thy Knee & Present Thy Throat"" CD",Harvest,Bend Thy Knee & Present Thy Throat,CD,
"[SOLD OUT] TIR ""Persepolis"" CD [digipak]",Tir,Persepolis,CD,[digipak]
"[SOLD OUT] DRAPED IN SHADOWS ""And in the Autumn Night..."" Vinyl LP (Lim. 150)",DRAPED IN SHADOWS,And in the Autumn Night...,Vinyl,(Lim. 150)
"[SOLD OUT] BORDA'S ROPE ""Monument to the Fading Tides"" CD",Borda's Rope,Monument to the Fading Tides,CD,
"[SOLD OUT] V/A ""La Garde Noire"" (w/ Atruim Malum, Mörmoo, etc) CD [Digipak]",V/A,La Garde Noire,CD,[Digipak]
"MORKETSVIND ""The Journey"" CD [Digipak]",Morketsvind,The Journey,CD,[Digipak]
"[SOLD OUT] XASTHUR / CASKET OF DREAMS ""The Hallucination Tunnels"" Vinyl LP",XASTHUR / CASKET OF DREAMS,The Hallucination Tunnels,Vinyl,
"[SOLD OUT] XASTHUR / CASKET OF DREAMS ""The Hallucination Tunnels"" CD",XASTHUR / CASKET OF DREAMS,The Hallucination Tunnels,CD,
"[SOLD OUT] ELADOR ""The Last Journey"" CD [Digipak]",ELADOR,The Last Journey,CD,[Digipak]
"[SOLD OUT] HILLSFAR ""Raiders on the Moonsea"" CD [Digipak]",Hillsfar,Raiders on the Moonsea,CD,[Digipak]
"[SOLD OUT] HILLSFAR ""Jewel of the Moonsea"" CD (lim.200)",Hillsfar,Jewel of the Moonsea,CD,(lim.200)
"[SOLD OUT] GRIMDOR ""The Shadow of the Past"" CD",Grimdor,The Shadow of the Past,CD,
"[SOLD OUT] OUBLIETH ""À l'Ombre du Royaume en Cendres"" CD",Oublieth,À l'Ombre du Royaume en Cendres,CD,
"[SOLD OUT] DRUADAN FOREST ""The End Of An Era - A Journey To The Unknown"" 2xCD Book Box Set",Druadan Forest,The End Of An Era - A Journey To The Unknown,CD,
"[SOLD OUT] ELFFOR ""Age of Blackness"" 12xCD Book Box Set",Elffor,Age of Blackness,CD,
"[SOLD OUT] FORTERESSE ""Thèmes pour la Rébellion"" CD",FORTERESSE,Thèmes pour la Rébellion,CD,
"[SOLD OUT] FIEF ""I+II"" 2xLP Deluxe Set w/ Slipcover (#/100)",Fief,I+II,Vinyl,(#/100)
"[SOLD OUT] SANCTUAIRE ""Spectre de Mondes Passés"" CD",Sanctuaire,Spectre de Mondes Passés,CD,
"[SOLD OUT] WITCHES MOON ""A Storm Of Golden Mare And Black Cauldron"" CD [Digipak]",WITCHES MOON,A Storm Of Golden Mare And Black Cauldron,CD,[Digipak]
"[SOLD OUT] IAGON ""Tome of the Crystal Wizard"" Vinyl LP [2 options]",IAGON,Tome of the Crystal Wizard,Vinyl,[2 options]
"[SOLD OUT] VETRAHEIMR ""The Renegade"" CD [Digipak]",VETRAHEIMR,The Renegade,CD,[Digipak]
"[SOLD OUT] CRAG FORGE ""Forbidden Crags"" CD [Digipak]",CRAG FORGE,Forbidden Crags,CD,[Digipak]
"[SOLD OUT] WINTAAR ""Northernmight"" CD [Digipak]",WINTAAR,Northernmight,CD,[Digipak]
"[SOLD OUT] INGVARR ""The Hopeless Resistance Of Emberdrin's Army"" CD [Digipak]",INGVARR,The Hopeless Resistance Of Emberdrin's Army,CD,[Digipak]
"[SOLD OUT] URRNIL ""Quest Of The Silvern Stallion"" CD [Digipak]",URRNIL,Quest Of The Silvern Stallion,CD,[Digipak]
"[SOLD OUT] WINTAAR ""Into Darkness We Return"" CD [Digipak]",WINTAAR,Into Darkness We Return,CD,[Digipak]
"[SOLD OUT] VALLENDUSK ""Heralds Of Strife"" CD [Digipak]",VALLENDUSK,Heralds Of Strife,CD,[Digipak]
"[SOLD OUT] CIRCUMVENTOR ""Norton X"" CD (90s symphonic black metal obscurity)",Circumventor,Norton X,CD,(90s symphonic black metal obscurity)
"[SOLD OUT] SKYFOREST ""Aftermath"" CD [Digipak]",SKYFOREST,Aftermath,CD,[Digipak]
"[SOLD OUT] RUADH ""Eternal"" CD [Digipak]",RUADH,Eternal,CD,[Digipak]
"[SOLD OUT] EARTHSHINE ""My Bones Shall Rest Upon the Mountain"" CD",EARTHSHINE,My Bones Shall Rest Upon the Mountain,CD,
"[SOLD OUT] BILWIS ""Sagenwelt"" CD",BILWIS,Sagenwelt,CD,
"[SOLD OUT] SINIRA ""The Everlorn"" CD [Digipak]",SINIRA,The Everlorn,CD,[Digipak]
"[SOLD OUT] SINIRA ""The Everlorn"" Vinyl 2xLP (color, lim. 333)",SINIRA,The Everlorn,Vinyl,"(color, lim. 333)"
"[SOLD OUT] CHRISTIAN CONSENTINO ""Lawn"" CD [Digipak]",CHRISTIAN CONSENTINO,Lawn,CD,[Digipak]
"[SOLD OUT] HOLE DWELLER ""Flies the Coop"" CD [Digipak]",Hole Dweller,Flies the Coop,CD,[Digipak]
